iteration,0,1,2,3,4,5,6,7,8,9,10,11
600,29664,8903,9878,6613,1630,294,79,13,3,0,0,0
610,29683,8918,9849,6528,1716,306,57,19,1,0,0,0
620,29639,9013,9743,6639,1654,309,63,14,3,0,0,0
630,29710,8965,9664,6697,1630,318,71,19,3,0,0,0
640,29746,8882,9751,6609,1693,301,79,13,3,0,0,0
650,29716,8943,9696,6641,1697,292,75,16,0,1,0,0
660,29660,8994,9706,6661,1699,275,60,20,1,1,0,0
670,29676,8914,9825,6619,1649,312,75,6,1,0,0,0
680,29720,8902,9764,6602,1694,317,67,10,1,0,0,0
690,29697,8880,9830,6604,1699,287,66,14,0,0,0,0
700,29730,8914,9709,6632,1713,295,69,12,3,0,0,0
710,29725,8941,9722,6555,1735,323,62,12,2,0,0,0
720,29772,8867,9704,6641,1698,309,65,16,5,0,0,0
730,29752,8809,9837,6640,1626,330,63,18,2,0,0,0
740,29656,8943,9845,6565,1686,298,75,7,2,0,0,0
750,29707,8845,9864,6632,1639,305,70,13,2,0,0,0
760,29739,8826,9794,6704,1616,318,65,13,2,0,0,0
770,29694,8915,9754,6712,1596,320,71,12,3,0,0,0
780,29678,8872,9848,6668,1653,275,65,16,2,0,0,0
790,29655,8935,9781,6708,1625,295,66,11,1,0,0,0
800,29620,8984,9835,6619,1619,327,58,14,0,1,0,0
810,29557,8998,9912,6636,1613,287,62,9,2,1,0,0
820,29620,8960,9857,6630,1630,308,54,15,3,0,0,0
830,29689,8870,9821,6693,1645,274,63,18,4,0,0,0
840,29564,9014,9883,6641,1600,297,63,11,2,2,0,0
850,29701,8875,9800,6671,1665,286,60,14,4,1,0,0
860,29673,8970,9775,6562,1707,318,58,9,3,2,0,0
870,29731,8882,9722,6722,1623,309,73,11,3,1,0,0
880,29732,8863,9751,6680,1678,298,58,14,3,0,0,0
890,29825,8765,9693,6734,1672,309,63,15,1,0,0,0
900,29751,8835,9762,6685,1655,316,55,13,3,2,0,0
910,29705,8904,9810,6587,1668,322,63,14,2,2,0,0
920,29740,8865,9802,6561,1715,319,63,6,4,2,0,0
930,29734,8793,9896,6596,1676,311,55,14,1,1,0,0
940,29659,8989,9719,6682,1639,309,61,16,2,1,0,0
950,29576,9063,9823,6581,1654,291,74,11,3,1,0,0
960,29594,8967,9941,6569,1612,316,57,17,4,0,0,0
970,29649,8874,10009,6494,1674,283,73,14,7,0,0,0
980,29727,8775,9952,6581,1659,296,71,15,1,0,0,0
990,29621,8946,9930,6544,1642,314,61,17,2,0,0,0
1000,29703,8905,9813,6571,1695,305,71,10,4,0,0,0
1010,29743,8819,9887,6545,1676,314,78,13,2,0,0,0
1020,29689,8896,9841,6601,1657,307,71,13,2,0,0,0
1030,29691,8900,9820,6619,1660,303,64,19,1,0,0,0
1040,29724,8864,9793,6638,1682,285,79,10,2,0,0,0
1050,29773,8816,9767,6639,1687,321,62,11,1,0,0,0
1060,29690,8901,9802,6654,1640,305,71,13,1,0,0,0
1070,29655,8902,9885,6606,1659,285,70,14,1,0,0,0
1080,29746,8862,9757,6616,1725,286,73,11,1,0,0,0
1090,29664,8939,9813,6622,1642,313,75,9,0,0,0,0
1100,29761,8778,9807,6696,1665,293,67,10,0,0,0,0
1110,29776,8795,9772,6700,1637,308,76,11,1,1,0,0
1120,29666,8913,9844,6575,1719,289,67,4,0,0,0,0
1130,29736,8789,9871,6655,1652,291,67,12,4,0,0,0
1140,29752,8763,9863,6659,1679,287,62,8,4,0,0,0
1150,29775,8750,9841,6689,1629,317,59,14,2,1,0,0
1160,29728,8851,9818,6648,1606,353,56,15,2,0,0,0
1170,29696,8889,9761,6702,1673,279,67,9,1,0,0,0
1180,29664,8981,9729,6645,1673,309,67,8,1,0,0,0
1190,29664,8895,9859,6614,1680,298,58,8,1,0,0,0
1200,29596,9049,9748,6654,1670,287,60,9,4,0,0,0
1210,29569,9051,9827,6620,1630,305,63,8,3,1,0,0
1220,29725,8856,9812,6620,1682,305,58,16,3,0,0,0
1230,29642,9013,9776,6579,1668,309,75,12,3,0,0,0
1240,29594,9056,9836,6505,1697,306,66,16,1,0,0,0
1250,29649,8972,9873,6485,1693,311,82,11,1,0,0,0
1260,29602,9012,9838,6580,1678,287,59,20,1,0,0,0
1270,29681,8953,9750,6629,1680,303,67,12,2,0,0,0
1280,29712,8894,9808,6570,1711,300,64,15,3,0,0,0
1290,29649,8941,9852,6582,1673,308,54,14,4,0,0,0
1300,29717,8876,9771,6682,1640,312,65,10,3,1,0,0
1310,29653,8937,9895,6524,1665,321,67,10,4,1,0,0
1320,29681,8902,9833,6625,1649,308,60,14,5,0,0,0
1330,29691,8847,9866,6671,1623,301,64,10,2,2,0,0
1340,29657,9024,9705,6614,1682,313,69,10,3,0,0,0
1350,29573,9010,9889,6579,1663,293,56,13,1,0,0,0
1360,29641,8991,9760,6653,1651,300,66,13,2,0,0,0
1370,29627,9004,9786,6605,1688,285,66,15,1,0,0,0
1380,29617,8997,9839,6549,1704,299,60,12,0,0,0,0
1390,29646,8969,9782,6614,1718,272,62,14,0,0,0,0
1400,29642,8989,9799,6566,1712,291,58,19,1,0,0,0
1410,29695,8927,9745,6649,1688,295,63,12,3,0,0,0
1420,29719,8899,9725,6732,1584,331,70,15,2,0,0,0
1430,29639,9025,9725,6635,1675,290,72,13,3,0,0,0
1440,29745,8901,9718,6631,1676,315,70,20,1,0,0,0
1450,29659,8975,9754,6629,1689,294,61,13,3,0,0,0
1460,29633,8940,9881,6607,1631,296,73,16,0,0,0,0
1470,29651,9005,9747,6615,1661,317,67,10,4,0,0,0
1480,29659,8904,9892,6573,1684,280,67,13,4,1,0,0
1490,29652,8948,9824,6640,1622,303,65,18,4,0,1,0
1500,29614,8998,9823,6604,1670,285,68,13,1,1,0,0
1510,29719,8847,9829,6665,1620,312,66,12,6,1,0,0
1520,29669,8915,9834,6652,1611,304,76,11,4,1,0,0
1530,29687,8874,9877,6597,1664,292,65,17,3,1,0,0
1540,29716,8884,9769,6673,1644,304,71,14,2,0,0,0
1550,29725,8859,9808,6614,1693,300,63,10,5,0,0,0
1560,29669,8972,9712,6676,1681,293,58,13,2,1,0,0
1570,29682,8863,9856,6632,1698,276,59,9,1,1,0,0
1580,29585,9083,9794,6556,1661,312,71,12,3,0,0,0
1590,29643,8975,9754,6672,1678,283,55,15,2,0,0,0
1600,29620,9005,9794,6612,1676,294,60,14,2,0,0,0
1610,29632,8974,9773,6726,1584,305,65,16,2,0,0,0
1620,29753,8858,9778,6601,1684,319,63,17,4,0,0,0
1630,29612,9025,9809,6604,1618,324,67,16,2,0,0,0
1640,29688,8909,9819,6614,1648,317,64,17,1,0,0,0
1650,29620,9025,9777,6608,1662,300,70,14,1,0,0,0
1660,29582,9100,9713,6656,1640,315,50,20,1,0,0,0
1670,29665,8983,9751,6638,1632,318,74,12,4,0,0,0
1680,29631,8987,9785,6648,1646,305,61,11,3,0,0,0
1690,29649,8960,9795,6612,1712,267,68,12,2,0,0,0
1700,29722,8889,9773,6620,1683,308,67,12,3,0,0,0
1710,29718,8820,9862,6614,1707,289,51,16,0,0,0,0
1720,29679,9020,9658,6626,1712,294,73,13,2,0,0,0
1730,29682,8982,9686,6669,1685,286,67,16,4,0,0,0
1740,29659,8981,9781,6587,1674,311,69,12,3,0,0,0
1750,29758,8847,9741,6660,1688,306,58,15,3,1,0,0
1760,29773,8866,9664,6684,1712,300,68,6,3,1,0,0
1770,29702,8970,9671,6660,1694,290,73,15,2,0,0,0
1780,29681,8981,9705,6647,1674,303,70,14,2,0,0,0
1790,29722,8885,9754,6672,1658,298,71,16,1,0,0,0
1800,29805,8822,9685,6670,1701,306,75,13,0,0,0,0
1810,29824,8736,9788,6631,1707,318,58,14,1,0,0,0
1820,29735,8828,9807,6643,1701,292,58,11,1,1,0,0
1830,29746,8865,9787,6576,1703,316,71,12,1,0,0,0
1840,29685,8918,9872,6478,1734,308,71,9,2,0,0,0
1850,29702,8863,9891,6515,1730,304,60,9,3,0,0,0
1860,29634,8990,9809,6559,1723,286,63,12,1,0,0,0
1870,29556,9039,9905,6525,1700,278,59,11,4,0,0,0
1880,29697,8927,9750,6609,1739,279,60,16,0,0,0,0
1890,29720,8834,9857,6612,1681,290,65,16,1,1,0,0
1900,29731,8912,9674,6715,1649,309,78,9,0,0,0,0
1910,29676,8948,9723,6721,1632,290,69,16,2,0,0,0
1920,29752,8837,9779,6638,1680,309,71,11,0,0,0,0
1930,29734,8898,9711,6651,1707,296,68,9,2,1,0,0
1940,29669,8983,9704,6656,1704,282,64,12,3,0,0,0
1950,29671,8923,9813,6630,1656,308,60,14,2,0,0,0
1960,29681,8944,9800,6544,1739,289,64,12,4,0,0,0
1970,29637,8951,9835,6621,1673,280,62,15,3,0,0,0
1980,29649,8975,9751,6644,1712,279,50,12,4,1,0,0
1990,29639,8953,9857,6557,1698,307,51,14,1,0,0,0
2000,29654,8953,9791,6635,1675,291,64,14,0,0,0,0
2010,29711,8883,9820,6595,1663,328,64,12,0,1,0,0
2020,29687,8928,9777,6638,1656,306,69,15,1,0,0,0
2030,29672,8938,9823,6576,1667,320,70,11,0,0,0,0
2040,29702,8872,9839,6599,1700,279,72,9,5,0,0,0
2050,29671,8935,9827,6587,1675,289,72,18,3,0,0,0
2060,29702,8937,9717,6677,1652,307,66,16,3,0,0,0
2070,29685,8956,9751,6634,1649,312,72,15,3,0,0,0
2080,29657,8958,9762,6697,1612,307,70,12,1,1,0,0
2090,29651,8996,9769,6571,1719,289,68,12,1,1,0,0
2100,29690,8906,9845,6545,1710,295,74,9,3,0,0,0
2110,29688,8895,9776,6707,1644,288,62,15,2,0,0,0
2120,29569,9081,9839,6506,1717,280,65,18,2,0,0,0
2130,29679,8894,9895,6536,1683,308,67,12,1,1,1,0
2140,29685,8955,9775,6581,1693,298,70,13,7,0,0,0
2150,29621,8968,9880,6579,1641,297,76,13,2,0,0,0
2160,29662,8968,9732,6676,1672,288,65,13,1,0,0,0
2170,29645,8946,9839,6609,1666,287,70,13,2,0,0,0
2180,29650,8914,9878,6622,1628,300,70,11,4,0,0,0
2190,29611,8995,9819,6646,1624,306,58,14,3,0,1,0
2200,29724,8938,9668,6658,1714,295,65,12,3,0,0,0
2210,29746,8806,9829,6658,1650,308,62,17,1,0,0,0
2220,29655,8916,9837,6653,1656,280,62,12,6,0,0,0
2230,29773,8800,9738,6713,1693,288,58,10,4,0,0,0
2240,29706,8811,9877,6677,1638,292,66,7,3,0,0,0
2250,29599,8976,9928,6534,1657,305,63,9,5,1,0,0
2260,29636,8941,9846,6637,1645,296,62,11,3,0,0,0
2270,29628,8979,9857,6548,1681,308,58,16,2,0,0,0
2280,29530,9120,9788,6650,1611,302,58,15,3,0,0,0
2290,29532,9113,9785,6648,1640,281,62,15,1,0,0,0
2300,29631,8937,9826,6696,1630,284,55,14,4,0,0,0
2310,29585,9042,9766,6681,1651,274,63,12,3,0,0,0
2320,29717,8838,9805,6706,1642,292,61,11,5,0,0,0
2330,29723,8826,9846,6661,1641,291,71,13,5,0,0,0
2340,29718,8802,9873,6679,1629,300,62,9,4,1,0,0
2350,29724,8851,9780,6682,1677,282,69,9,2,1,0,0
2360,29720,8895,9725,6674,1704,280,63,13,2,1,0,0
2370,29782,8777,9791,6661,1680,315,60,8,3,0,0,0
2380,29674,8857,9881,6671,1623,289,69,10,3,0,0,0
2390,29589,8959,9863,6720,1589,285,58,9,5,0,0,0
2400,29708,8886,9730,6721,1674,286,64,6,2,0,0,0
2410,29654,8891,9876,6657,1631,287,64,16,1,0,0,0
2420,29696,8892,9793,6656,1659,309,55,16,1,0,0,0
2430,29723,8930,9684,6703,1617,335,72,10,2,1,0,0
2440,29653,9033,9622,6771,1616,293,70,15,3,1,0,0
2450,29720,8926,9713,6652,1675,297,78,12,4,0,0,0
2460,29697,8968,9697,6645,1676,306,72,14,2,0,0,0
2470,29606,8979,9853,6643,1617,291,78,8,2,0,0,0
2480,29578,9059,9823,6558,1698,275,74,9,3,0,0,0
2490,29701,8936,9815,6489,1738,316,64,17,0,1,0,0
2500,29735,8942,9682,6595,1725,318,68,8,4,0,0,0
2510,29614,9088,9711,6552,1749,287,56,16,4,0,0,0
2520,29719,8894,9769,6613,1712,281,74,11,4,0,0,0
2530,29655,8930,9872,6572,1655,308,72,9,4,0,0,0
2540,29656,8934,9810,6670,1621,310,58,14,3,1,0,0
2550,29622,8965,9832,6670,1615,282,75,10,6,0,0,0
2560,29655,8971,9804,6612,1635,307,69,19,5,0,0,0
2570,29676,8951,9771,6607,1700,292,61,16,2,1,0,0
2580,29729,8822,9865,6628,1625,327,64,15,1,1,0,0
2590,29618,8973,9870,6584,1643,315,57,14,2,1,0,0
2600,29701,8870,9884,6529,1709,310,57,13,3,1,0,0
2610,29679,8914,9789,6658,1672,288,62,10,4,1,0,0
2620,29711,8865,9779,6695,1669,275,68,12,1,2,0,0
2630,29724,8868,9809,6604,1676,318,66,9,2,0,1,0
2640,29699,8913,9783,6633,1642,325,70,10,2,0,0,0
2650,29679,8881,9858,6603,1699,282,65,5,5,0,0,0
2660,29613,9003,9848,6577,1633,323,63,14,3,0,0,0
2670,29637,9013,9719,6691,1640,290,70,13,4,0,0,0
2680,29642,9017,9761,6573,1699,304,67,11,3,0,0,0
2690,29652,8920,9857,6633,1626,311,65,9,4,0,0,0
2700,29733,8831,9846,6602,1675,311,63,13,3,0,0,0
2710,29776,8843,9749,6595,1710,328,64,9,3,0,0,0
2720,29687,8956,9754,6593,1695,312,69,8,3,0,0,0
2730,29798,8762,9821,6583,1737,305,50,17,4,0,0,0
2740,29713,8851,9912,6506,1696,313,71,12,2,1,0,0
2750,29698,8826,9949,6590,1603,320,71,15,5,0,0,0
2760,29589,9026,9889,6516,1667,304,67,17,2,0,0,0
2770,29690,8871,9856,6620,1663,299,62,13,3,0,0,0
2780,29727,8905,9763,6572,1733,294,58,20,5,0,0,0
2790,29775,8817,9717,6723,1681,275,70,15,3,1,0,0
2800,29667,8958,9772,6647,1660,273,78,17,3,2,0,0
2810,29705,8954,9712,6630,1685,299,73,16,3,0,0,0
2820,29689,8927,9767,6655,1644,317,59,16,3,0,0,0
2830,29678,8860,9868,6648,1670,278,60,13,2,0,0,0
2840,29728,8886,9716,6710,1644,318,62,13,0,0,0,0
2850,29702,8836,9826,6705,1646,294,56,12,0,0,0,0
2860,29608,8996,9763,6735,1621,271,72,9,2,0,0,0
2870,29638,8996,9747,6670,1652,293,64,16,1,0,0,0
2880,29621,8973,9833,6641,1627,299,72,8,3,0,0,0
2890,29630,8972,9808,6656,1632,295,72,10,2,0,0,0
2900,29519,9159,9776,6563,1707,281,62,8,2,0,0,0
2910,29596,9121,9687,6591,1697,303,68,14,0,0,0,0
2920,29652,8921,9849,6633,1665,270,65,17,5,0,0,0
2930,29561,9087,9826,6564,1660,293,64,19,3,0,0,0
2940,29582,9020,9864,6589,1643,301,64,11,3,0,0,0
2950,29624,9020,9772,6591,1709,281,64,13,3,0,0,0
2960,29614,9014,9732,6725,1629,282,69,12,0,0,0,0
2970,29661,8935,9794,6649,1675,285,64,14,0,0,0,0
2980,29680,8947,9753,6615,1726,277,63,16,0,0,0,0
2990,29765,8800,9771,6707,1651,304,68,7,3,1,0,0
3000,29678,8901,9838,6627,1644,303,75,10,1,0,0,0
3010,29579,9107,9667,6711,1650,291,56,16,0,0,0,0
3020,29664,8914,9830,6651,1629,313,63,13,0,0,0,0
3030,29483,9157,9862,6545,1684,267,65,12,2,0,0,0
3040,29566,9050,9810,6679,1591,300,63,16,2,0,0,0
3050,29580,9133,9666,6646,1682,295,57,15,3,0,0,0
3060,29590,9062,9725,6713,1613,293,63,15,1,2,0,0
3070,29572,9123,9755,6572,1664,299,72,16,3,1,0,0
3080,29541,9155,9734,6621,1641,305,61,17,1,1,0,0
3090,29516,9170,9768,6596,1655,291,63,15,2,1,0,0
3100,29681,8886,9861,6611,1659,296,67,12,2,2,0,0
3110,29733,8920,9656,6685,1715,290,68,8,2,0,0,0
3120,29602,8999,9870,6540,1714,275,58,13,6,0,0,0
3130,29499,9126,9853,6597,1647,282,57,14,2,0,0,0
3140,29631,8999,9746,6686,1646,290,63,12,4,0,0,0
3150,29641,9057,9615,6724,1678,281,68,11,2,0,0,0
3160,29770,8836,9746,6644,1680,326,60,13,2,0,0,0
3170,29618,8958,9917,6534,1652,323,65,10,0,0,0,0
3180,29706,8890,9735,6726,1653,295,55,14,3,0,0,0
3190,29728,8900,9713,6707,1631,306,73,15,3,1,0,0
3200,29691,8958,9754,6607,1648,332,75,9,2,1,0,0
3210,29741,8879,9772,6581,1729,282,73,14,5,1,0,0
3220,29703,8897,9730,6737,1645,280,68,15,2,0,0,0
3230,29723,8887,9728,6674,1708,274,72,10,1,0,0,0
3240,29749,8841,9763,6649,1716,275,69,11,3,1,0,0
3250,29734,8897,9724,6635,1720,280,65,19,3,0,0,0
3260,29694,8935,9745,6639,1683,300,67,11,3,0,0,0
3270,29726,8897,9708,6680,1698,286,73,8,1,0,0,0
3280,29683,8910,9769,6700,1640,295,69,8,3,0,0,0
3290,29667,8922,9825,6626,1668,280,70,17,2,0,0,0
3300,29702,8860,9830,6661,1648,289,73,13,1,0,0,0
3310,29612,8963,9844,6665,1637,271,68,16,1,0,0,0
3320,29662,8831,9972,6587,1667,290,54,13,1,0,0,0
3330,29669,8930,9825,6586,1689,303,58,16,1,0,0,0
3340,29608,8984,9847,6575,1734,253,62,12,1,1,0,0
3350,29569,9079,9825,6552,1668,305,62,14,2,1,0,0
3360,29651,8961,9868,6500,1713,296,70,16,2,0,0,0
3370,29626,8891,9949,6629,1603,300,67,10,1,1,0,0
3380,29623,8951,9889,6605,1610,322,59,15,3,0,0,0
3390,29631,8980,9812,6631,1622,327,63,10,0,1,0,0
3400,29660,8916,9861,6585,1686,288,69,11,0,1,0,0
3410,29725,8862,9820,6577,1712,311,51,17,2,0,0,0
3420,29550,9066,9802,6686,1608,287,65,12,1,0,0,0
3430,29692,8898,9861,6554,1665,326,67,10,3,1,0,0
3440,29652,8886,9920,6592,1638,321,59,8,1,0,0,0
3450,29643,8913,9884,6631,1619,305,72,10,0,0,0,0
3460,29700,8903,9793,6596,1713,294,68,10,0,0,0,0
3470,29661,8889,9869,6649,1630,305,62,10,2,0,0,0
3480,29736,8852,9847,6547,1695,309,75,13,3,0,0,0
3490,29719,8868,9842,6560,1696,313,62,12,5,0,0,0
3500,29664,8938,9827,6607,1631,335,62,11,2,0,0,0
3510,29612,9038,9789,6593,1643,323,60,17,2,0,0,0
3520,29700,8918,9750,6652,1682,293,66,15,0,1,0,0
3530,29762,8798,9807,6641,1699,287,71,11,1,0,0,0
3540,29616,8984,9810,6617,1715,266,54,12,3,0,0,0
3550,29627,8888,9968,6567,1659,299,62,7,0,0,0,0
3560,29654,8919,9868,6599,1652,307,64,14,0,0,0,0
3570,29655,8877,9864,6686,1660,255,66,10,3,1,0,0
3580,29695,8872,9796,6693,1674,263,67,15,2,0,0,0
3590,29798,8744,9769,6721,1686,281,66,10,1,1,0,0
3600,29653,8979,9731,6680,1657,310,54,11,1,1,0,0
3610,29714,8893,9746,6673,1660,323,61,5,1,1,0,0
3620,29681,8957,9731,6675,1631,322,67,9,3,0,1,0
3630,29705,8860,9788,6717,1647,276,72,8,3,0,1,0
3640,29669,8935,9766,6700,1626,291,83,4,2,1,0,0
3650,29683,8900,9817,6631,1680,289,58,16,2,1,0,0
3660,29779,8810,9784,6621,1678,317,78,9,1,0,0,0
3670,29789,8817,9726,6667,1686,304,75,11,2,0,0,0
3680,29665,8882,9894,6617,1632,309,67,8,2,1,0,0
3690,29678,8954,9764,6635,1645,313,74,11,3,0,0,0
3700,29783,8772,9801,6643,1716,283,63,12,3,1,0,0
3710,29639,8948,9802,6665,1668,284,61,8,2,0,0,0
3720,29702,8840,9888,6595,1692,275,67,14,3,1,0,0
3730,29736,8833,9808,6632,1708,283,60,12,4,1,0,0
3740,29738,8842,9851,6536,1729,304,56,16,4,1,0,0
3750,29840,8748,9807,6544,1717,331,74,12,4,0,0,0
3760,29650,9018,9762,6550,1705,306,70,13,3,0,0,0
3770,29623,9000,9815,6612,1625,317,70,14,1,0,0,0
3780,29665,8965,9782,6623,1645,297,88,10,2,0,0,0
3790,29675,8973,9738,6639,1651,313,74,14,0,0,0,0
3800,29705,8876,9803,6690,1594,331,56,18,4,0,0,0
3810,29642,8983,9790,6642,1618,315,71,14,1,1,0,0
3820,29665,9000,9758,6528,1744,307,61,12,2,0,0,0
3830,29612,9015,9809,6610,1638,315,64,10,3,1,0,0
3840,29762,8852,9790,6551,1724,313,66,17,2,0,0,0
3850,29796,8756,9780,6694,1669,304,64,13,1,0,0,0
3860,29764,8833,9715,6713,1683,286,69,13,1,0,0,0
3870,29724,8795,9891,6667,1615,290,79,13,3,0,0,0
3880,29665,8904,9788,6743,1619,270,76,10,2,0,0,0
3890,29727,8818,9835,6682,1634,292,77,11,1,0,0,0
3900,29828,8707,9825,6660,1638,344,60,12,3,0,0,0
3910,29683,8890,9873,6579,1658,311,67,14,1,1,0,0
3920,29670,8907,9872,6552,1704,296,60,14,2,0,0,0
3930,29646,8939,9801,6681,1662,267,63,12,6,0,0,0
3940,29648,8927,9841,6653,1640,280,69,17,2,0,0,0
3950,29659,8866,9919,6644,1601,308,67,10,2,1,0,0
3960,29624,8989,9797,6645,1661,278,63,14,5,1,0,0
3970,29701,8890,9762,6714,1631,300,59,17,3,0,0,0
3980,29702,8927,9735,6680,1641,299,76,12,4,1,0,0
3990,29704,8886,9782,6691,1628,299,65,19,3,0,0,0
4000,29688,8933,9769,6645,1644,317,61,16,4,0,0,0
4010,29698,8865,9877,6602,1623,333,62,13,4,0,0,0
4020,29765,8890,9716,6575,1723,329,62,15,2,0,0,0
4030,29748,8832,9801,6634,1669,315,61,12,5,0,0,0
4040,29683,8947,9777,6568,1736,290,58,14,4,0,0,0
4050,29659,9022,9731,6556,1730,292,69,14,3,1,0,0
4060,29659,8980,9783,6571,1699,306,63,14,2,0,0,0
4070,29642,8997,9780,6584,1698,300,58,17,0,1,0,0
4080,29598,9045,9792,6576,1695,302,55,12,2,0,0,0
4090,29546,9071,9856,6591,1636,299,65,12,1,0,0,0
4100,29609,8927,9885,6667,1654,263,59,11,1,1,0,0
4110,29642,9014,9721,6637,1693,296,63,8,3,0,0,0
4120,29723,8877,9748,6660,1713,277,69,7,3,0,0,0
4130,29743,8821,9811,6664,1653,299,70,14,1,1,0,0
4140,29664,8975,9718,6690,1652,300,60,16,2,0,0,0
4150,29741,8905,9686,6683,1653,334,60,12,2,1,0,0
4160,29682,8959,9725,6667,1651,312,67,11,3,0,0,0
4170,29661,8909,9880,6598,1631,314,70,12,2,0,0,0
4180,29659,8887,9836,6762,1541,305,68,17,2,0,0,0
4190,29685,8888,9821,6669,1630,304,64,13,2,1,0,0
4200,29725,8844,9854,6571,1706,294,67,13,2,1,0,0
4210,29667,8937,9808,6602,1692,295,61,11,4,0,0,0
4220,29626,8935,9898,6605,1646,276,75,12,3,1,0,0
4230,29654,8880,9884,6654,1658,262,72,11,2,0,0,0
4240,29610,8986,9850,6632,1602,317,66,8,4,2,0,0
4250,29673,8905,9828,6640,1652,305,59,12,2,1,0,0
4260,29596,8954,9913,6612,1637,293,59,10,3,0,0,0
4270,29659,8909,9845,6621,1682,292,57,11,1,0,0,0
4280,29538,9151,9828,6451,1731,293,69,14,2,0,0,0
4290,29642,8909,9849,6686,1625,300,52,12,2,0,0,0
4300,29682,8929,9782,6648,1646,304,71,12,1,2,0,0
4310,29768,8818,9805,6618,1654,329,68,13,1,3,0,0
4320,29745,8895,9673,6704,1679,296,71,11,2,1,0,0
4330,29686,8967,9769,6565,1683,319,73,9,5,1,0,0
4340,29643,8968,9797,6627,1672,291,65,12,1,1,0,0
4350,29680,8916,9820,6619,1648,308,74,8,4,0,0,0
4360,29659,8923,9843,6654,1594,316,70,14,4,0,0,0
4370,29612,8974,9885,6591,1619,313,69,10,3,0,0,1
4380,29683,8930,9741,6680,1686,285,54,13,4,1,0,0
